"now , i 'm going to talk about the <unk> , and i 'm going to be a <unk> , and <unk> .
","aus der ersten hälfte des 20 . jahrhunderts kamen das fließband und das flugzeug , penicillin und ein impfstoff gegen tuberkulose .
",22,21
"now , we 're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to the <unk> .
","im zentrum meiner arbeit steht die verbindung von überlegungen zu unserem und teil der umwelt zu sein , wo architektur aus den natürlichen , lokalen bedingungen , und traditionen .
",35,29
"it 's about five .
","er war nur drei tage entfernt .
",4,6
"i want to look at a little bit like this .
","eine karte sagt also etwas über die persönliche sichtweise aus .
",10,10
"so what do you do you see ? </s> .
","wo sind die leute in den 20ern hier ?
",9,8
"and i 'm going to see that i 'm going to see , and i 'm going to see , and i 'm going to see , and i 'm going to see the <unk> .
","er trägt sein gedicht aus dem gedächtnis vor und verlässt den raum . in genau dem moment bricht die halle hinter ihm zusammen und alle gäste .
",35,26
"we 're going to be able to be . </s> .
","es geht um die erschaffung sozialer effekte .
",10,7
"and then you can see it , and then you can see it .
","ich fing an , formen zu sehen , und muster , die mir halfen , sie zu sammeln .
",13,18
"two people are standing in front of them .
","ein chinesischer versteht ca. 20.000 schriftzeichen .
",8,6
"it 's a little bit like a <unk> .
","indem sie sich mit allen und eine ist .
",8,8
"he said , "" he said , he said , "" he said , "" </s> </s> </s> </s>
","es ist anstrengend . ich bin eine kreuzung aus , und ali .
",18,12
"and i wanted to do something that i wanted to do something that i wanted to do .
","wenn ich also diese geschichte erzählen wollte , musste ich mich in ihre lage versetzen .
",17,15
"so i 'm going to talk about this idea of the <unk> .
","diese haltung ist eine tolle idee für den aufbau von durchhaltevermögen .
",12,11
"we 're going to do that we 're going to do it .
","damit meine ich nur , wie schnell wir an bewegung heutzutage gewöhnt sind .
",12,13
"and they 're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to do . </s> . </s> .
","technologien können dinge wie oder systeme wie und transport von lebensmitteln verbessern , aber es wird hungersnot geben , solange es regierungen gibt .
",46,23
"now , we do n't have to be able to be able to be able to be able to be able to be able to be able to be <unk> . </s> . </s> .
","überall in unserem öffentlichen alltag , in unseren einrichtungen , tritt dieses problem auf . dieses kontrollsystem soll vertrauenswürdigkeit und glaubwürdigkeit sicherstellen , führt aber zum gegenteil .
",34,27
"it 's a little bit like , and it 's a little bit like , it 's a good idea .
","sie erinnern sich ? viel wirbel bei den , großartige , eine allgemeine übereinstimmung darüber , was ein guter ist .
",20,20
"and then i did it .
","ich musste noch tiefer gehen .
",5,5
"so we 're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to the planet . </s> .
","wenn wir an die entwicklung eines kindes denken , wissen wir alle , dass die ersten 5 jahre für und bindung im gehirn entscheidend sind .
",45,25
"and i thought , i was like this .
","und als ich das hörte , war ich erleichtert .
",8,9
"do you know , right ?
","was geschah also mit emma ?
",5,5
"and i 'm going to say , "" well , "" i 'm going to say , "" i 'm going to say , "" i 'm going to be able to make a <unk> . ""
","er sagt : "" eine frau , die wir brauchen , die uns leiden lässt , uns ein größeres und spektrum an gefühlen als das genie eines mannes , der uns interessiert . ""
",36,33
"and i 'm going to do that i 'm going to go to go .
","wenn also meine drei älteren schwestern , ich mit .
",14,9
"and i do n't know that i do n't know that i do n't know , but i do n't know that i do n't know , but i do n't know , but i do n't know that you have a <unk> .
","ich denke , das sollte er nicht , denn ein großteil des filmes – ich weiß nicht , ob sie ihn gesehen haben – aber ein großteil des filmes spielt in einer botschaft , in der männer und frauen sich während der verstecken .
",43,43
"thank you .
","einfach .
",2,1
"so , i 'm going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to do it ? </s> </s> </s>
","es ist ganz einfach . es gibt nur drei fragen , die man zu stellen braucht : gibt es mehr als einen charakter im film , der weiblich ist und etwas sagt ?
",41,32
"we 're trying to do something .
","wir können ein bisschen vertrauenswürdigkeit gewinnen .
",6,6
"and he said , "" well , "" well , "" what do you know , "" what do you know , ""
","ich schaute also die an und sagte : "" entschuldigung , kann ich einen anderen stuhl kriegen ? ""
",22,18
"it 's not the <unk> .
","elf . das ist nicht übel .
",5,6
"and i 'm going to say , "" i 'm going to say , "" <unk> , "" <unk> <unk> , "" <unk> , "" <unk> , "" <unk> . "" </s> </s>
","und obwohl es eine unmenge an techniken gibt , um sich verschiedenste dinge in diesen , basieren doch alle diese techniken auf dem konzept , das psychologen "" "" nennen .
",32,30
"we do n't have to do it .
","aber jetzt müssen sie sich darüber keine sorgen mehr machen .
",7,10
"and i 'm going to say , "" i 'm going to say , "" i 'm going to talk about the world , "" </s> . </s> .
","nach statistiken des ist der beruf in der unter den 10 gefährlichsten jobs im land . und ich lernte , warum .
",28,21
"how do you know , how do you know , how do you do you have a <unk> ?
","hat er , dass luke einer armee , um die regierung zu stürzen ?
",18,13
"and i 'm going to tell you that i 'm going to be able to be able to be able to be able to be able to be a <unk> .
","ich erklärte ihnen , dass ich von meinem drei ganze monate leben könne , also war von sonnenaufgang bis ein kinderspiel .
",30,21
"you have a <unk> , you have a <unk> .
","literatur allein kann sie , lädt sie ein .
",9,8
"now , this is the <unk> , which is <unk> .
","in der mitte des jahrhunderts waren polio und die pocken ausgerottet .
",10,11
"and we 're going to make more . </s> .
","sie tragen in vielen städten uniformen .
",9,6
"we 're going to be able to be able to be able to be able to be . </s> .
","seit 1970 waren keine menschlichen wesen mehr auf dem mond .
",19,10
"and i do n't do it .
","weil ... lassen sie uns mal ehrlich sein .
",6,8
"i do n't know , but i do n't know , but i do n't know .
","aber ich habe mich gefragt , wie es wäre , wenn es überhaupt keine grenze gäbe .
",16,16
"it 's a <unk> , and it 's a <unk> , and it 's called <unk> , and it 's called <unk> , and it 's a <unk> .
","wenn diese erfährt , plötzlich an der tür lauscht und die diener seiner geliebten , verteidigt er dieses verhalten .
",28,19
"but it 's not a good .
","aber es sind keine abkürzungen .
",6,5
"and you know , you know , you know , you know , and you know , you know , you know , you know , you know , right ?
","es ist kurz vor weihnachten im einkaufszentrum . ihr dreht kreise auf der suche nach einem parkplatz und was seht ihr ?
",30,21
"and we 're going to do that .
","eifersucht veranlasst uns dazu , sehr erfinderisch zu werden .
",7,9
"i do n't know .
","die antwort war : nein .
",4,5
"how do you do you do it ?
","was haben diese beiden gemeinsam ?
",7,5
"how do you do it ?
","was macht den unterschied aus ?
",5,5
"now , i 'm going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able . </s> </s> </s>
","ich finde dieses stigma besonders ironisch , weil ich fest daran glaube , dass die mitarbeiter der die wichtigste arbeitskräfte auf den straßen der stadt sind . das hat drei gründe .
",44,31
"and we 're going to go to the <unk> .
","vergleichen sie das mit "" der zauberer von oz "" von 1939 .
",9,12
"and then we can see the <unk> , and the <unk> .
","und ich die mechanischen besen und den schnee .
",11,8
"a group of people are sitting in front of people watch .
","architekten können ihre modelle direkt mit ihren beiden händen strecken und rotieren .
",11,12
"and he said , "" </s> . </s> .
","sie hat einen mann geheiratet , den sie bewusst gewählt hat .
",8,11
"and we 're going to be able to be able to be able to be able to be able to be able to be able to be able to be able to the world .
","so können z.b. über weite entfernungen gelehrt werden oder michael jordans berühmter wurf kann wieder und wieder in der wirklichen welt werden .
",34,22
"and they 're going to do that they 're going to do , they 're going to use their <unk> .
","es lenkt menschen wie von ihren schwierigen aufgaben ab , indem sie erstmal häkchen setzen müssen .
",20,16
"now , i 'm going to talk about this story . </s> .
","wenn wir eifersüchtig sind , erzählen wir uns eine geschichte .
",12,10
"and i do n't know , i do n't want to die .
","70 % haben keine arbeit , gehen nicht zur schule .
",12,10
"and it 's a lot of <unk> , and it 's a lot of <unk> , but it 's a lot of <unk> , but it 's a lot of <unk> .
","auch das konzept der fassade war viel , viel günstiger . nicht nur wegen des materials verglichen mit glas , sondern auch weil wir keine klimaanlage mehr brauchten .
",31,28
"do you have a <unk> .
","vielleicht ein gedicht oder
",5,3
"a little boy is running through a pool .
","das ist ein baum .
",8,4
"this is the story .
","es ist die geschichte von emma .
",4,6
"and that 's what 's happening .
","das ist verrückt .
",6,3
"now , i 'm going to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to go . </s> .
","mit hilfe seiner familie und freunde kaufte er 10 motorräder und er träumt davon , sein geschäft irgendwann in den nächsten drei jahren auf einige hundert .
",45,26
"and i do n't know , i do n't know , but i do n't know that you know , right ?
","ist es eine übertreibung zu sagen , dass , wenn wir keine eifersucht hätten , wir keine literatur hätten ?
",21,19
"and he said , "" he said , "" and he said , "" </s> . ""
","und er schaute mich an und nur und sagte : "" alles wird gut . ""
",16,15
"now , we 're going to see that we 're going to be able to be able to be able to be able to be able to be able to be able to be able to the ocean .
","wir fanden also eine dichte schicht der an dieser stätte , die auf das mittlere reich zurückging .
",38,17
"it 's not the <unk> .
","erheben – klar – meinungen .
",5,5
